id,location,event_type,feature,volume,resource_type,severity_type,fault_severity
8078,location 127,event_type 34,feature 312,1,resource_type 2,severity_type 2,0
4561,location 112,event_type 34,feature 232,1,resource_type 2,severity_type 2,1
9558,location 619,event_type 11,feature 170,1,resource_type 8,severity_type 1,0
12189,location 157,event_type 20,feature 134,1,resource_type 2,severity_type 1,1
6148,location 957,event_type 54,feature 360,2,resource_type 2,severity_type 5,0
1320,location 875,event_type 11,feature 70,1,resource_type 8,severity_type 2,0
13966,location 106,event_type 35,feature 301,1,resource_type 2,severity_type 4,0
8577,location 1042,event_type 15,feature 82,30,resource_type 8,severity_type 2,0
11955,location 242,event_type 34,feature 309,1,resource_type 2,severity_type 2,0
13681,location 226,event_type 35,feature 312,2,resource_type 2,severity_type 2,1
191,location 95,event_type 35,feature 227,1,resource_type 2,severity_type 2,1
17962,location 793,event_type 11,feature 195,15,resource_type 8,severity_type 1,0
6970,location 466,event_type 34,feature 234,12,resource_type 2,severity_type 2,0
18372,location 944,event_type 11,feature 85,1,resource_type 8,severity_type 2,1
9075,location 793,event_type 11,feature 73,1,resource_type 8,severity_type 2,0
9179,location 794,event_type 11,feature 47,2,resource_type 8,severity_type 1,0
12184,location 474,event_type 34,feature 232,1,resource_type 2,severity_type 2,0
17101,location 149,event_type 35,feature 233,14,resource_type 2,severity_type 2,0
3855,location 793,event_type 11,feature 195,14,resource_type 8,severity_type 1,0
1035,location 618,event_type 40,feature 162,1,resource_type 2,severity_type 1,0
2026,location 1054,event_type 11,feature 187,1,resource_type 8,severity_type 2,1
11313,location 1010,event_type 11,feature 195,1,resource_type 8,severity_type 1,1
16825,location 466,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
6717,location 33,event_type 20,feature 219,2,resource_type 2,severity_type 1,1
15970,location 1011,event_type 11,feature 196,2,resource_type 8,severity_type 1,1
11118,location 477,event_type 35,feature 234,1,resource_type 2,severity_type 2,0
772,location 763,event_type 15,feature 82,10,resource_type 8,severity_type 2,1
7009,location 472,event_type 34,feature 312,3,resource_type 2,severity_type 2,0
3697,location 116,event_type 34,feature 227,2,resource_type 2,severity_type 2,0
1385,location 122,event_type 34,feature 232,2,resource_type 2,severity_type 2,0
10765,location 976,event_type 15,feature 82,12,resource_type 8,severity_type 2,1
12201,location 480,event_type 35,feature 310,29,resource_type 2,severity_type 2,0
11854,location 495,event_type 34,feature 312,28,resource_type 2,severity_type 2,0
1767,location 239,event_type 35,feature 312,5,resource_type 2,severity_type 2,0
15158,location 1095,event_type 11,feature 68,1,resource_type 8,severity_type 2,0
6857,location 1113,event_type 11,feature 54,4,resource_type 8,severity_type 1,1
2931,location 805,event_type 11,feature 191,1,resource_type 8,severity_type 2,0
14156,location 491,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
15306,location 887,event_type 11,feature 170,1,resource_type 8,severity_type 1,0
13548,location 738,event_type 6,feature 198,1,resource_type 8,severity_type 1,1
10482,location 704,event_type 15,feature 82,8,resource_type 8,severity_type 2,0
14505,location 148,event_type 34,feature 227,1,resource_type 2,severity_type 2,0
12720,location 1075,event_type 11,feature 82,16,resource_type 8,severity_type 1,1
11030,location 808,event_type 11,feature 193,3,resource_type 8,severity_type 1,0
17208,location 837,event_type 22,feature 222,2,resource_type 7,severity_type 1,1
14129,location 155,event_type 34,feature 232,15,resource_type 2,severity_type 2,0
7941,location 756,event_type 11,feature 170,3,resource_type 8,severity_type 1,0
1069,location 126,event_type 35,feature 235,1,resource_type 2,severity_type 2,0
4295,location 498,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
17982,location 1061,event_type 15,feature 80,1,resource_type 8,severity_type 2,0
3835,location 336,event_type 35,feature 312,1,resource_type 2,severity_type 2,1
5306,location 654,event_type 30,feature 218,1,resource_type 9,severity_type 5,1
3778,location 493,event_type 34,feature 309,1,resource_type 2,severity_type 2,0
7829,location 664,event_type 11,feature 55,2,resource_type 8,severity_type 1,0
10941,location 836,event_type 11,feature 195,2,resource_type 8,severity_type 1,0
12747,location 206,event_type 34,feature 232,1,resource_type 2,severity_type 2,1
10059,location 821,event_type 11,feature 80,4,resource_type 8,severity_type 1,2
14783,location 653,event_type 54,feature 82,16,resource_type 8,severity_type 1,1
17595,location 1,event_type 15,feature 203,14,resource_type 8,severity_type 1,2
12692,location 816,event_type 13,feature 345,1,resource_type 6,severity_type 1,0
7313,location 1020,event_type 11,feature 54,10,resource_type 8,severity_type 1,2
6789,location 450,event_type 35,feature 315,2,resource_type 2,severity_type 2,0
8340,location 255,event_type 35,feature 312,13,resource_type 2,severity_type 2,0
5608,location 470,event_type 35,feature 313,1,resource_type 2,severity_type 2,0
17517,location 475,event_type 35,feature 314,36,resource_type 2,severity_type 2,0
12329,location 644,event_type 44,feature 291,2,resource_type 2,severity_type 1,1
15267,location 461,event_type 35,feature 312,22,resource_type 2,severity_type 2,0
10026,location 879,event_type 11,feature 73,1,resource_type 8,severity_type 2,0
2937,location 613,event_type 11,feature 203,9,resource_type 8,severity_type 1,0
7350,location 821,event_type 11,feature 71,1,resource_type 1,severity_type 1,0
2857,location 155,event_type 11,feature 181,1,resource_type 8,severity_type 2,0
17464,location 124,event_type 35,feature 235,2,resource_type 2,severity_type 2,0
14909,location 1033,event_type 11,feature 54,2,resource_type 8,severity_type 1,2
6834,location 1015,event_type 11,feature 54,3,resource_type 8,severity_type 1,1
9299,location 496,event_type 11,feature 44,1,resource_type 8,severity_type 2,0
13088,location 816,event_type 11,feature 163,3,resource_type 4,severity_type 1,1
13079,location 1023,event_type 30,feature 133,1,resource_type 9,severity_type 1,0
17207,location 126,event_type 34,feature 312,35,resource_type 2,severity_type 2,0
10951,location 468,event_type 35,feature 232,6,resource_type 2,severity_type 2,0
13724,location 846,event_type 15,feature 82,16,resource_type 8,severity_type 2,1
2909,location 834,event_type 15,feature 203,9,resource_type 8,severity_type 2,2
4882,location 296,event_type 34,feature 232,1,resource_type 2,severity_type 2,1
15107,location 713,event_type 15,feature 80,3,resource_type 8,severity_type 2,0
9328,location 726,event_type 11,feature 155,8,resource_type 8,severity_type 1,2
499,location 892,event_type 44,feature 376,10,resource_type 2,severity_type 1,2
9780,location 737,event_type 11,feature 157,2,resource_type 8,severity_type 2,1
2100,location 1042,event_type 15,feature 82,8,resource_type 8,severity_type 1,1
14070,location 977,event_type 30,feature 133,2,resource_type 9,severity_type 5,1
5427,location 1023,event_type 11,feature 73,1,resource_type 8,severity_type 2,0
3844,location 805,event_type 11,feature 191,1,resource_type 8,severity_type 1,0
13324,location 158,event_type 35,feature 232,4,resource_type 2,severity_type 1,0
2618,location 600,event_type 15,feature 71,1,resource_type 8,severity_type 2,2
2445,location 266,event_type 35,feature 312,1,resource_type 2,severity_type 2,1
5607,location 607,event_type 11,feature 197,1,resource_type 7,severity_type 4,0
11526,location 600,event_type 15,feature 203,7,resource_type 8,severity_type 2,2
9543,location 499,event_type 34,feature 233,1,resource_type 2,severity_type 2,0
7148,location 1033,event_type 11,feature 54,6,resource_type 8,severity_type 1,0
12840,location 808,event_type 15,feature 71,8,resource_type 8,severity_type 1,0
2501,location 122,event_type 35,feature 307,7,resource_type 2,severity_type 2,0
1478,location 122,event_type 34,feature 235,3,resource_type 2,severity_type 2,0
10959,location 159,event_type 35,feature 312,7,resource_type 2,severity_type 2,0
15844,location 1030,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
15351,location 525,event_type 11,feature 44,5,resource_type 2,severity_type 1,0
16721,location 744,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
10871,location 976,event_type 15,feature 82,16,resource_type 8,severity_type 1,0
8969,location 126,event_type 35,feature 312,4,resource_type 2,severity_type 2,0
5672,location 1099,event_type 11,feature 202,9,resource_type 8,severity_type 1,0
7235,location 734,event_type 15,feature 82,22,resource_type 8,severity_type 1,0
5375,location 7,event_type 11,feature 191,7,resource_type 8,severity_type 1,1
11342,location 408,event_type 35,feature 233,1,resource_type 2,severity_type 2,1
16356,location 120,event_type 35,feature 307,1,resource_type 2,severity_type 2,1
17547,location 870,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
12639,location 292,event_type 35,feature 313,2,resource_type 2,severity_type 2,0
3607,location 883,event_type 11,feature 54,1,resource_type 8,severity_type 1,1
10564,location 505,event_type 34,feature 309,52,resource_type 2,severity_type 2,0
1557,location 181,event_type 34,feature 315,2,resource_type 2,severity_type 2,0
8738,location 1054,event_type 11,feature 73,1,resource_type 8,severity_type 4,0
3278,location 73,event_type 11,feature 127,1,resource_type 3,severity_type 1,1
7097,location 451,event_type 34,feature 232,18,resource_type 2,severity_type 2,0
1730,location 1110,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
10450,location 488,event_type 35,feature 233,2,resource_type 2,severity_type 2,0
17687,location 931,event_type 15,feature 80,1,resource_type 8,severity_type 2,0
4362,location 183,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
10127,location 1088,event_type 13,feature 179,1,resource_type 8,severity_type 1,1
14714,location 210,event_type 35,feature 232,2,resource_type 2,severity_type 2,0
7497,location 684,event_type 15,feature 203,12,resource_type 8,severity_type 2,0
10822,location 884,event_type 11,feature 155,10,resource_type 8,severity_type 1,2
10762,location 707,event_type 15,feature 71,2,resource_type 8,severity_type 2,0
15772,location 91,event_type 34,feature 307,2,resource_type 2,severity_type 2,0
7401,location 924,event_type 11,feature 345,2,resource_type 6,severity_type 1,0
16484,location 283,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
130,location 7,event_type 11,feature 171,1,resource_type 8,severity_type 1,0
6292,location 834,event_type 15,feature 203,14,resource_type 8,severity_type 2,2
9127,location 1024,event_type 11,feature 195,11,resource_type 8,severity_type 1,0
4252,location 477,event_type 35,feature 301,1,resource_type 2,severity_type 1,0
9006,location 226,event_type 34,feature 312,2,resource_type 2,severity_type 2,1
3380,location 475,event_type 34,feature 234,1,resource_type 2,severity_type 2,0
14938,location 948,event_type 18,feature 273,2,resource_type 10,severity_type 1,0
12817,location 139,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
17452,location 817,event_type 15,feature 167,3,resource_type 8,severity_type 2,0
12583,location 3,event_type 11,feature 55,1,resource_type 8,severity_type 2,0
15938,location 883,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
12349,location 600,event_type 15,feature 203,5,resource_type 8,severity_type 2,2
9243,location 909,event_type 14,feature 134,1,resource_type 2,severity_type 1,1
6812,location 242,event_type 35,feature 229,46,resource_type 2,severity_type 2,0
16752,location 931,event_type 11,feature 201,2,resource_type 8,severity_type 1,0
7719,location 976,event_type 11,feature 80,3,resource_type 8,severity_type 1,2
1002,location 665,event_type 11,feature 55,11,resource_type 8,severity_type 1,1
4861,location 1017,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
10442,location 459,event_type 35,feature 234,1,resource_type 2,severity_type 2,0
12396,location 1107,event_type 15,feature 82,16,resource_type 8,severity_type 2,0
421,location 836,event_type 11,feature 73,7,resource_type 8,severity_type 1,0
608,location 1008,event_type 15,feature 82,13,resource_type 8,severity_type 2,1
134,location 892,event_type 42,feature 291,6,resource_type 2,severity_type 1,2
18344,location 197,event_type 35,feature 312,2,resource_type 2,severity_type 4,0
9982,location 834,event_type 15,feature 82,30,resource_type 8,severity_type 2,1
7259,location 91,event_type 35,feature 227,14,resource_type 2,severity_type 2,0
1587,location 363,event_type 34,feature 227,1,resource_type 2,severity_type 2,1
16991,location 135,event_type 34,feature 315,2,resource_type 2,severity_type 2,0
12344,location 1056,event_type 13,feature 273,1,resource_type 6,severity_type 1,1
17807,location 903,event_type 11,feature 170,3,resource_type 8,severity_type 1,1
5845,location 155,event_type 35,feature 307,1,resource_type 2,severity_type 2,0
15860,location 821,event_type 54,feature 193,1,resource_type 8,severity_type 1,1
16312,location 141,event_type 34,feature 312,2,resource_type 2,severity_type 2,0
2765,location 734,event_type 15,feature 80,2,resource_type 8,severity_type 2,0
20,location 79,event_type 54,feature 55,1,resource_type 8,severity_type 2,0
5273,location 640,event_type 50,feature 374,1,resource_type 2,severity_type 1,1
5062,location 374,event_type 34,feature 232,15,resource_type 2,severity_type 2,0
9420,location 892,event_type 44,feature 376,1,resource_type 2,severity_type 2,0
14743,location 1007,event_type 15,feature 80,4,resource_type 8,severity_type 1,0
18101,location 255,event_type 34,feature 232,42,resource_type 2,severity_type 2,0
15418,location 895,event_type 44,feature 375,5,resource_type 2,severity_type 1,1
8278,location 499,event_type 35,feature 232,30,resource_type 2,severity_type 2,0
12498,location 145,event_type 34,feature 307,1,resource_type 2,severity_type 2,0
16505,location 1075,event_type 15,feature 82,8,resource_type 8,severity_type 2,0
18346,location 445,event_type 34,feature 232,5,resource_type 2,severity_type 2,0
10982,location 108,event_type 35,feature 227,1,resource_type 2,severity_type 2,1
5279,location 548,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
2327,location 936,event_type 11,feature 75,2,resource_type 8,severity_type 1,2
9180,location 798,event_type 15,feature 82,2,resource_type 8,severity_type 2,1
7877,location 506,event_type 34,feature 312,86,resource_type 2,severity_type 2,0
10324,location 65,event_type 32,feature 171,16,resource_type 8,severity_type 1,2
17512,location 466,event_type 34,feature 314,3,resource_type 2,severity_type 2,0
5774,location 208,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
14684,location 710,event_type 11,feature 73,1,resource_type 8,severity_type 2,0
3660,location 823,event_type 15,feature 71,4,resource_type 8,severity_type 2,0
18548,location 278,event_type 34,feature 232,4,resource_type 2,severity_type 2,0
3745,location 465,event_type 20,feature 233,1,resource_type 2,severity_type 1,0
17265,location 1061,event_type 15,feature 82,1,resource_type 8,severity_type 2,2
5202,location 648,event_type 23,feature 170,16,resource_type 7,severity_type 1,0
17285,location 834,event_type 11,feature 82,27,resource_type 8,severity_type 1,2
7023,location 599,event_type 15,feature 203,23,resource_type 8,severity_type 2,2
18490,location 1008,event_type 15,feature 82,14,resource_type 8,severity_type 2,0
1087,location 1107,event_type 15,feature 82,6,resource_type 8,severity_type 2,0
15407,location 1112,event_type 11,feature 182,1,resource_type 8,severity_type 1,0
11353,location 556,event_type 8,feature 154,1,resource_type 3,severity_type 1,1
3237,location 208,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
6889,location 242,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
4228,location 793,event_type 11,feature 195,18,resource_type 8,severity_type 1,0
7622,location 756,event_type 11,feature 155,9,resource_type 8,severity_type 1,2
7444,location 627,event_type 23,feature 305,6,resource_type 8,severity_type 2,0
7521,location 369,event_type 35,feature 233,2,resource_type 2,severity_type 2,0
8433,location 891,event_type 11,feature 195,3,resource_type 8,severity_type 2,0
8592,location 479,event_type 35,feature 229,3,resource_type 2,severity_type 2,0
10475,location 821,event_type 15,feature 74,4,resource_type 8,severity_type 1,0
9181,location 825,event_type 20,feature 219,1,resource_type 2,severity_type 1,1
13167,location 976,event_type 15,feature 203,10,resource_type 8,severity_type 1,2
11147,location 814,event_type 11,feature 191,1,resource_type 8,severity_type 1,0
6159,location 691,event_type 23,feature 306,10,resource_type 7,severity_type 2,0
7320,location 322,event_type 34,feature 312,1,resource_type 2,severity_type 2,0
14734,location 734,event_type 11,feature 193,1,resource_type 8,severity_type 1,2
17401,location 124,event_type 35,feature 232,4,resource_type 2,severity_type 2,0
9039,location 1111,event_type 11,feature 170,2,resource_type 8,severity_type 1,1
12530,location 946,event_type 11,feature 195,46,resource_type 8,severity_type 1,0
15487,location 704,event_type 15,feature 82,2,resource_type 8,severity_type 1,2
18533,location 734,event_type 11,feature 76,1,resource_type 8,severity_type 1,0
18064,location 584,event_type 11,feature 73,3,resource_type 8,severity_type 1,0
13570,location 466,event_type 34,feature 314,10,resource_type 2,severity_type 2,0
2781,location 1109,event_type 18,feature 268,2,resource_type 10,severity_type 1,0
16247,location 498,event_type 35,feature 315,7,resource_type 2,severity_type 2,0
13279,location 1106,event_type 20,feature 87,1,resource_type 8,severity_type 1,1
4137,location 839,event_type 11,feature 170,1,resource_type 8,severity_type 2,0
16004,location 872,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
9879,location 1008,event_type 15,feature 80,1,resource_type 8,severity_type 2,1
1664,location 354,event_type 34,feature 312,1,resource_type 2,severity_type 2,1
11939,location 821,event_type 15,feature 82,10,resource_type 8,severity_type 2,1
138,location 684,event_type 11,feature 71,10,resource_type 8,severity_type 1,0
4877,location 507,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
4590,location 474,event_type 34,feature 233,2,resource_type 2,severity_type 2,0
6172,location 931,event_type 11,feature 201,6,resource_type 8,severity_type 1,0
11537,location 726,event_type 11,feature 54,1,resource_type 8,severity_type 1,1
115,location 264,event_type 35,feature 312,1,resource_type 2,severity_type 2,1
17661,location 704,event_type 15,feature 203,12,resource_type 8,severity_type 1,2
3256,location 7,event_type 11,feature 70,8,resource_type 8,severity_type 1,0
4664,location 846,event_type 11,feature 203,4,resource_type 8,severity_type 1,0
17284,location 836,event_type 11,feature 73,30,resource_type 8,severity_type 1,0
8002,location 118,event_type 35,feature 232,8,resource_type 2,severity_type 2,0
11097,location 474,event_type 21,feature 135,1,resource_type 2,severity_type 1,0
5379,location 1026,event_type 13,feature 179,2,resource_type 6,severity_type 1,1
7961,location 450,event_type 34,feature 312,1,resource_type 2,severity_type 2,0
12003,location 655,event_type 11,feature 2,1,resource_type 8,severity_type 1,1
7262,location 242,event_type 34,feature 312,51,resource_type 2,severity_type 2,0
13002,location 734,event_type 11,feature 80,1,resource_type 8,severity_type 1,1
3960,location 91,event_type 34,feature 315,100,resource_type 2,severity_type 2,0
455,location 124,event_type 34,feature 315,1,resource_type 2,severity_type 2,0
7759,location 465,event_type 35,feature 312,45,resource_type 2,severity_type 2,0
11493,location 135,event_type 34,feature 301,3,resource_type 2,severity_type 1,1
3225,location 1033,event_type 11,feature 86,1,resource_type 8,severity_type 1,1
4008,location 845,event_type 15,feature 203,2,resource_type 8,severity_type 2,0
13425,location 1100,event_type 15,feature 172,1,resource_type 8,severity_type 1,2
3155,location 181,event_type 35,feature 233,7,resource_type 2,severity_type 2,0
3762,location 875,event_type 11,feature 81,2,resource_type 8,severity_type 1,0
17340,location 577,event_type 20,feature 134,2,resource_type 2,severity_type 1,0
11188,location 895,event_type 45,feature 283,17,resource_type 2,severity_type 1,2
8529,location 1061,event_type 15,feature 80,1,resource_type 8,severity_type 2,1
10738,location 359,event_type 35,feature 232,2,resource_type 2,severity_type 2,0
1847,location 477,event_type 35,feature 232,61,resource_type 2,severity_type 2,0
125,location 793,event_type 11,feature 195,15,resource_type 8,severity_type 1,0
4987,location 805,event_type 11,feature 70,4,resource_type 8,severity_type 1,0
11307,location 798,event_type 15,feature 68,1,resource_type 8,severity_type 2,2
11956,location 122,event_type 34,feature 232,1,resource_type 2,severity_type 2,0
18174,location 1053,event_type 15,feature 201,1,resource_type 8,severity_type 1,0
7678,location 133,event_type 34,feature 233,3,resource_type 2,severity_type 2,0
13083,location 163,event_type 35,feature 301,1,resource_type 2,severity_type 1,0
15781,location 627,event_type 23,feature 306,2,resource_type 7,severity_type 2,0
7582,location 600,event_type 15,feature 203,10,resource_type 8,severity_type 2,0
9428,location 713,event_type 11,feature 80,2,resource_type 8,severity_type 1,1
3691,location 1055,event_type 11,feature 193,16,resource_type 8,severity_type 1,0
14151,location 1052,event_type 15,feature 82,29,resource_type 8,severity_type 1,1
4452,location 888,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
12380,location 793,event_type 11,feature 195,7,resource_type 8,severity_type 2,0
10915,location 255,event_type 34,feature 232,4,resource_type 2,severity_type 2,0
4370,location 252,event_type 20,feature 219,1,resource_type 2,severity_type 1,1
6665,location 4,event_type 11,feature 54,1,resource_type 8,severity_type 1,1
10656,location 282,event_type 34,feature 227,1,resource_type 2,severity_type 2,1
6522,location 893,event_type 42,feature 368,7,resource_type 2,severity_type 1,1
18135,location 1052,event_type 11,feature 82,25,resource_type 8,severity_type 1,0
6177,location 292,event_type 34,feature 232,3,resource_type 2,severity_type 2,0
6407,location 643,event_type 44,feature 376,3,resource_type 2,severity_type 1,2
11648,location 744,event_type 11,feature 273,1,resource_type 8,severity_type 1,1
5923,location 831,event_type 11,feature 86,1,resource_type 8,severity_type 1,1
4250,location 962,event_type 15,feature 203,6,resource_type 8,severity_type 1,2
16364,location 609,event_type 11,feature 75,14,resource_type 7,severity_type 4,1
9711,location 570,event_type 11,feature 55,2,resource_type 8,severity_type 1,1
12824,location 646,event_type 11,feature 134,1,resource_type 8,severity_type 1,1
8678,location 619,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
11589,location 1100,event_type 15,feature 193,4,resource_type 8,severity_type 1,2
16834,location 808,event_type 15,feature 71,1,resource_type 8,severity_type 1,0
2896,location 1053,event_type 15,feature 80,1,resource_type 8,severity_type 2,0
13857,location 461,event_type 35,feature 232,15,resource_type 2,severity_type 2,0
3385,location 179,event_type 34,feature 307,3,resource_type 2,severity_type 2,0
16313,location 244,event_type 35,feature 312,34,resource_type 2,severity_type 2,0
15331,location 1100,event_type 15,feature 203,6,resource_type 8,severity_type 1,2
2058,location 1051,event_type 11,feature 54,2,resource_type 8,severity_type 4,0
12143,location 102,event_type 35,feature 310,3,resource_type 2,severity_type 2,0
5212,location 467,event_type 34,feature 312,11,resource_type 2,severity_type 2,0
10937,location 599,event_type 15,feature 82,4,resource_type 8,severity_type 2,1
13642,location 1100,event_type 15,feature 82,105,resource_type 8,severity_type 1,2
15959,location 990,event_type 11,feature 170,2,resource_type 8,severity_type 1,1
12594,location 400,event_type 35,feature 312,1,resource_type 2,severity_type 2,1
18142,location 763,event_type 15,feature 82,2,resource_type 8,severity_type 1,0
3737,location 1052,event_type 54,feature 82,7,resource_type 8,severity_type 1,0
13785,location 442,event_type 34,feature 233,1,resource_type 2,severity_type 2,1
9574,location 931,event_type 11,feature 82,2,resource_type 8,severity_type 1,0
7988,location 460,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
5270,location 489,event_type 34,feature 232,4,resource_type 2,severity_type 2,0
4403,location 834,event_type 15,feature 82,8,resource_type 8,severity_type 2,1
13804,location 63,event_type 11,feature 55,1,resource_type 8,severity_type 2,0
4247,location 484,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
16455,location 1031,event_type 11,feature 170,4,resource_type 8,severity_type 1,0
7281,location 396,event_type 35,feature 301,1,resource_type 2,severity_type 1,0
2831,location 380,event_type 35,feature 232,6,resource_type 2,severity_type 2,0
17143,location 1052,event_type 15,feature 82,9,resource_type 8,severity_type 2,1
12586,location 469,event_type 35,feature 313,3,resource_type 2,severity_type 2,0
9208,location 1075,event_type 15,feature 203,2,resource_type 8,severity_type 2,1
15673,location 771,event_type 11,feature 203,2,resource_type 8,severity_type 1,1
5559,location 1010,event_type 11,feature 73,24,resource_type 8,severity_type 1,0
920,location 288,event_type 34,feature 232,2,resource_type 2,severity_type 2,0
17381,location 600,event_type 15,feature 82,38,resource_type 8,severity_type 2,0
11805,location 157,event_type 35,feature 232,9,resource_type 2,severity_type 2,0
17441,location 793,event_type 11,feature 195,2,resource_type 8,severity_type 2,0
3027,location 95,event_type 35,feature 310,3,resource_type 2,severity_type 2,0
13250,location 522,event_type 35,feature 232,4,resource_type 2,severity_type 1,0
14375,location 284,event_type 20,feature 301,1,resource_type 2,severity_type 1,0
15672,location 1050,event_type 11,feature 75,43,resource_type 8,severity_type 2,0
893,location 1019,event_type 11,feature 82,30,resource_type 8,severity_type 1,0
17994,location 471,event_type 34,feature 312,84,resource_type 2,severity_type 2,0
13826,location 95,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
7409,location 1010,event_type 11,feature 195,3,resource_type 8,severity_type 1,1
11529,location 375,event_type 34,feature 313,10,resource_type 2,severity_type 2,0
4149,location 834,event_type 15,feature 193,3,resource_type 8,severity_type 1,0
1834,location 126,event_type 34,feature 312,3,resource_type 2,severity_type 2,0
16173,location 167,event_type 35,feature 134,1,resource_type 2,severity_type 1,0
4269,location 374,event_type 35,feature 312,3,resource_type 2,severity_type 2,0
14488,location 704,event_type 15,feature 68,1,resource_type 8,severity_type 1,1
6249,location 466,event_type 35,feature 232,3,resource_type 2,severity_type 2,0
2577,location 1052,event_type 15,feature 82,7,resource_type 8,severity_type 1,0
3631,location 526,event_type 34,feature 235,2,resource_type 2,severity_type 2,0
16514,location 1009,event_type 30,feature 133,1,resource_type 9,severity_type 5,0
8504,location 124,event_type 35,feature 221,1,resource_type 2,severity_type 1,0
7807,location 834,event_type 15,feature 203,8,resource_type 8,severity_type 2,1
1014,location 118,event_type 34,feature 219,1,resource_type 2,severity_type 1,0
5668,location 490,event_type 35,feature 315,1,resource_type 2,severity_type 4,0
12359,location 108,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
6992,location 742,event_type 54,feature 80,181,resource_type 8,severity_type 1,0
2741,location 1016,event_type 11,feature 182,1,resource_type 8,severity_type 1,2
7765,location 509,event_type 35,feature 312,9,resource_type 2,severity_type 2,0
6205,location 938,event_type 11,feature 202,2,resource_type 8,severity_type 1,1
6152,location 837,event_type 13,feature 68,1,resource_type 6,severity_type 1,1
9571,location 518,event_type 35,feature 315,9,resource_type 2,severity_type 2,0
4611,location 135,event_type 35,feature 232,24,resource_type 2,severity_type 2,0
7952,location 102,event_type 35,feature 134,1,resource_type 2,severity_type 1,0
1137,location 881,event_type 13,feature 345,1,resource_type 6,severity_type 1,1
12579,location 472,event_type 35,feature 94,1,resource_type 2,severity_type 4,0
15241,location 189,event_type 34,feature 44,1,resource_type 8,severity_type 2,1
8937,location 1109,event_type 13,feature 273,3,resource_type 6,severity_type 1,1
18367,location 648,event_type 23,feature 306,1,resource_type 7,severity_type 4,0
2802,location 484,event_type 34,feature 232,4,resource_type 2,severity_type 2,0
17417,location 243,event_type 35,feature 234,37,resource_type 2,severity_type 2,0
2377,location 734,event_type 15,feature 71,5,resource_type 8,severity_type 1,0
17423,location 228,event_type 35,feature 314,1,resource_type 2,severity_type 2,0
12229,location 704,event_type 15,feature 82,2,resource_type 8,severity_type 2,0
10200,location 925,event_type 11,feature 170,6,resource_type 8,severity_type 1,0
4921,location 244,event_type 35,feature 312,34,resource_type 2,severity_type 2,0
2946,location 923,event_type 11,feature 73,1,resource_type 8,severity_type 1,0
12711,location 451,event_type 35,feature 313,5,resource_type 2,severity_type 2,0
7705,location 810,event_type 15,feature 68,2,resource_type 8,severity_type 2,2
5148,location 613,event_type 15,feature 193,1,resource_type 8,severity_type 1,1
2309,location 292,event_type 35,feature 313,2,resource_type 2,severity_type 2,0
11057,location 386,event_type 35,feature 307,1,resource_type 2,severity_type 4,0
14413,location 147,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
3034,location 122,event_type 34,feature 312,5,resource_type 2,severity_type 2,0
6632,location 116,event_type 35,feature 301,2,resource_type 2,severity_type 4,0
6016,location 707,event_type 15,feature 349,1,resource_type 9,severity_type 2,0
17255,location 100,event_type 35,feature 312,2,resource_type 2,severity_type 2,0
5090,location 382,event_type 35,feature 307,1,resource_type 2,severity_type 4,0
16332,location 124,event_type 35,feature 235,5,resource_type 2,severity_type 2,0
12531,location 401,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
12924,location 734,event_type 11,feature 82,2,resource_type 8,severity_type 1,0
12197,location 166,event_type 34,feature 221,1,resource_type 2,severity_type 2,1
3963,location 619,event_type 11,feature 54,4,resource_type 8,severity_type 1,0
17858,location 495,event_type 35,feature 314,17,resource_type 2,severity_type 2,0
5525,location 961,event_type 11,feature 54,4,resource_type 8,severity_type 4,0
4769,location 646,event_type 11,feature 203,1,resource_type 8,severity_type 1,1
11080,location 497,event_type 35,feature 312,6,resource_type 2,severity_type 2,0
11532,location 846,event_type 15,feature 203,1,resource_type 8,severity_type 2,1
